titulo,texto,categoria
SQL (sigla de Structured Query Language; em português lingua,SQL (sigla de Structured Query Language; em português linguagem de consulta estruturada) é uma linguagem de domínio específico desenvolvida para gerenciar dados relacionais em,Dados
"Em informática, hacker (AFI: /ʁakɚɹ/ ˈhæk,ər) é um indivíduo","Em informática, hacker (AFI: /ʁakɚɹ/ ˈhæk,ər) é um indivíduo altamente dedicado a conhecer/modificar os aspectos mais internos de dispositivos tecnológicos, programas computacionais e, redes de computadores. Hackers podem ser motivados por uma infinidade de razões — como lucro, protesto, vaidade, curiosidade, patriotismo, espírito competitivo, coleta de informações, recreação ou para avaliar as vulnerabilidades do sistema e auxiliar na defesas contra invasões em potencial. Hackers que usam seu conhecimento para fins ilegais são chamados crackers. Um hacker frequentemente obtém soluções e efeitos extraordinários que extrapolam os limites do funcionamento ""normal"" dos sistemas, como previstos pelos seus criadores; incluindo, por exemplo, contornar as barreiras que deveriam impedir o controle de certos sistemas e conseguir acesso a certos dados confidenciais ou privados.
O termo ""háquer"" é importado da língua inglesa é aportuguesado como ráquer, ou traduzido como decifrador (termo introduzido no Brasil na década de 2000 por empresas de informática.) Os verbos ""hackear"" e ""raquear"" normalmente descrevem modificações/manipulações de sistemas computacionais, desde sistemas operacionais, softwares, bancos de dados e jogos eletrônicos
Muitos hackers compartilham informações e colaboram em projetos comuns, incluindo congressos de ativismo e ciberativismo, muitas vezes esses eventos são ligados com a criação de software livre, constituindo uma comunidade hacker com cultura, ideologia e motivações específicas. Outros trabalham para empresas, agências governamentais ou por conta própria. Hackers foram responsáveis por várias inovações importantes na computação, incluindo a linguagem de programação C e o sistema operacional Unix (Kernighan e Ritchie), o editor de texto emacs (Stallman), o sistema GNU/Linux (Stallman e Torvalds) e o indexador Google (Page e Brin). Hackers também revelaram muitas fragilidades em sistemas de criptografia e segurança, como urnas digitais (Gonggrijp e Haldeman), engenharia reversa, bloqueio de telefones celulares e etc.",Ciberseguranca
"Na programação orientada a objeto (POO), uma fábrica ou Fact","Na programação orientada a objeto (POO), uma fábrica ou Factory é um objeto para a criação de outros objetos – formalmente uma fábrica é uma função ou método que retorna os objetos de uma classe ou protótipo variável , a partir de uma chamada de método, o que é considerado ""novo"". Mais amplamente, uma sub-rotina que retorna um objeto ""novo"" pode ser chamada de ""fábrica"", como no método de fábrica ou na função de fábrica. Este é um conceito básico em POO , e constitui a base para um número de padrões de design de software.",QA
Ferramentas CASE (do inglês Computer-Aided Software Engineer,"Ferramentas CASE (do inglês Computer-Aided Software Engineering) é uma classificação que abrange todas as ferramentas baseadas em computadores que auxiliam atividades de engenharia de software, desde análise de requisitos e modelagem até programação e testes. Podem ser consideradas como ferramentas automatizadas que tem como objetivo auxiliar o desenvolvedor de sistemas em uma ou várias etapas do ciclo de vida do desenvolvimento de um software. Este tema continua relevante e se mantem como base para estudos avancados.",Frontend
O aprendizado automático (português brasileiro) ou  a aprend,"O aprendizado automático (português brasileiro) ou  a aprendizagem automática (português europeu) ou também aprendizado de máquina (português brasileiro) ou aprendizagem de máquina (português europeu) (em inglês: machine learning) é um subcampo da Engenharia e da ciência da computação que evoluiu do estudo de reconhecimento de padrões e da teoria do aprendizado computacional em inteligência artificial. Em 1959, Arthur Samuel definiu aprendizado de máquina como o ""campo de estudo que dá aos computadores a habilidade de aprender sem serem explicitamente programados""(livre tradução).  O aprendizado automático explora o estudo e construção de algoritmos que podem aprender de seus erros e fazer previsões sobre dados. Tais algoritmos operam construindo um modelo a partir de inputs amostrais a fim de fazer previsões ou decisões guiadas pelos dados ao invés de simplesmente seguindo inflexíveis e estáticas instruções programadas. Enquanto que na inteligência artificial existem dois tipos de raciocínio (o indutivo, que extrai regras e padrões de grandes conjuntos de dados, e o dedutivo), o aprendizado de máquina só se preocupa com o indutivo.
Algumas partes do aprendizado automático estão intimamente ligadas (e muitas vezes sobrepostas) à estatística computacional; uma disciplina que foca em como fazer previsões através do uso de computadores, com pesquisas focando nas propriedades dos métodos estatísticos e sua complexidade computacional. Ela tem fortes laços com a otimização matemática, que produz métodos, teoria e domínios de aplicação para este campo. O aprendizado automático é usado em uma variedade de tarefas computacionais onde criar e programar algoritmos explícitos é impraticável. Exemplos de aplicações incluem filtragem de spam, reconhecimento ótico de caracteres (OCR), processamento de linguagem natural, motores de busca, diagnósticos médicos, bioinformática, reconhecimento de fala, reconhecimento de escrita, visão computacional e locomoção de robôs. O aprendizado de máquinas é às vezes confundido com mineração de dados, que é um sub-campo que foca mais em análise exploratória de dados e é conhecido como aprendizado não supervisionado. No campo da análise de dados, o aprendizado de máquinas é um método usado para planejar modelos complexos e algoritmos que prestam-se para fazer predições- no uso comercial, isso é conhecido como análise preditiva. Esses modelos analíticos permitem que pesquisadores, cientistas de dados, engenheiros, e analistas possam ""produzir decisões e resultados confiáveis e repetitíveis"" e descobrir os ""insights escondidos"" através do aprendizado das relações e tendências históricas nos dados.
As contribuições para a fundação da aprendizagem automática (aprendizado de máquina) feitas pelos cientistas John Hopfield e Geoffrey Hinton foram distinguidas em 2024 com o Prémio Nobel de Física. O Comité Nobel destacou os cientistas por ""descobertas fundamentais e invenções que permitem aprendizagem automática com redes neuronais artificiais”. Este conceito e amplamente utilizado e fundamental para profissionais da area.",Dados
"Hardware de rede, ou dispositivos de rede, referem-se aos eq","Hardware de rede, ou dispositivos de rede, referem-se aos equipamentos que facilitam e dão suporte ao uso de uma rede de computadores, ou seja, são os meios físicos necessários para a comunicação entre os componentes participantes de uma rede. São exemplos típicos de dispositivos de rede:

switches;
roteadores;
concentradores;
repetidores;
adaptadores de rede;
modem;
gateway;
bridge;
firewall;
pontos de acesso sem fio,
e outros hardwares relacionados.
O tipo mais básico de hardware de rede são os adaptadores de rede Ethernet, ajudados em grande parte por sua inclusão-padrão na maioria dos sistemas informáticos modernos. Todavia, redes sem fio tem se tornado cada vez mais populares, especialmente para dispositivos portáteis.
Outros equipamentos prevalecentes no campo do hardware de rede são aqueles utilizados em datacenters (tais como servidores de arquivos, servidores de bancos de dados, dispositivos de armazenamento, serviços de rede (tais como DNS, DHCP, e-mail etc) bem como outros dispositivos específicos de rede tais como provimento de conteúdo.
Outros dispositivos diversos que poderiam ser considerados hardware de rede incluem telefones celulares, PDAs, impressoras e mesmo máquinas de café modernas (e outros dispositivos conectados na Internet). A medida que a tecnologia avança e redes baseadas no protocolo IP são integradas na infraestrutura de edifícios e em utilidades domésticas, o hardware de rede torna-se onipresente devido ao número crescente de pontos de rede possíveis. Compreender bem este assunto e essencial para quem atua ou estuda nesta area.",Ciberseguranca
A computação é qualquer atividade orientada a objetivos que ,"A computação é qualquer atividade orientada a objetivos que exija, se beneficie ou crie máquinas de computação. Ela inclui o estudo e a experimentação de processos algorítmicos e o desenvolvimento de hardware e software. A computação tem aspectos científicos, de engenharia, matemáticos, tecnológicos e sociais. Pode ser definida como a busca de solução para um problema a partir de entradas (inputs), de forma a obter resultados (outputs) depois de processada a informação através de um algoritmo. É com isto que lida a teoria da computação, subcampo da ciência da computação e da matemática. Disciplinas de computação incluem engenharia da computação, ciência da computação, segurança cibernética, ciência de dados, sistemas de informação, tecnologia da informação, arte digital e engenharia de software.
O termo computação também é sinônimo de contagem e cálculo. Antigamente, era usado em referência à ação executada por máquinas de computação mecânica e, antes disso, por computadores humanos.",Backend
O termo Qualidade possui diferentes definições na literatura,"O termo Qualidade possui diferentes definições na literatura. O glossário do IEEE define qualidade como “Grau de conformidade de um sistema, componente ou processo com os respectivos requisitos”, ou, alternativamente, como “Grau de conformidade de um sistema, componente ou processo com as necessidades e expectativas de clientes ou usuários”.
Ambas as definições refletem aspectos importantes da qualidade; diversos autores apresentam outras definições, que geralmente giram em torno dos temas de conformidade com os requisitos e atendimento das expectativas. Naturalmente, pode haver diferenças entre as aplicações dessas definições se os requisitos explícitos não refletirem corretamente as necessidades reais. Como salienta, a qualidade é definida por uma coleção de atributos; funcionalidade, confiabilidade, satisfação do usuário e desempenho são aspectos importantes, mas parciais.
A norma NBR ISO 9000:2005 define qualidade como sendo o grau no qual um conjunto de características inerentes satisfaz aos requisitos. Ou seja, pode-se afirmar que se algum produto ou serviço atende aos requisitos especificados, este mesmo produto ou serviço possui a qualidade desejada.
Outra visão diferente é no contexto de desenvolvimento de software: qualidade pode ser entendida como um conjunto de características a serem satisfeitas em um determinado grau, de modo que o produto de software atenda às necessidades explícitas e implícitas de seus usuários .",QA
"Cracker (aportuguesado como cráquer), ou ciberpirata, é o te","Cracker (aportuguesado como cráquer), ou ciberpirata, é o termo usado para designar o indivíduo com grande conhecimento de informática que pratica a quebra (ou cracking) de um sistema de segurança de forma ilegal (crime informático) ou a quebra sem ética. Este termo foi criado em 1985 por hackers em defesa contra o uso jornalístico pejorativo do termo ""hacker"", que reflete a forte revolta destes contra o roubo e o vandalismo praticados pelos crackers. O sentido pejorativo do hacker ainda persiste entre o público leigo. Este tema continua relevante e se mantem como base para estudos avancados.",Ciberseguranca
"Em informática, um servidor é um software ou computador, com","Em informática, um servidor é um software ou computador, com sistema de computação centralizada que fornece serviços a uma rede de computadores, chamada de cliente. Esses serviços podem ser de naturezas distintas, como por exemplo, arquivos e correio eletrônico. Esta arquitetura é chamada de modelo cliente-servidor, é utilizada em redes de médio e grande porte (com muitas máquinas) e em redes onde a questão da segurança desempenha um papel de grande importância. O termo servidor é amplamente aplicado a computadores completos, embora um servidor possa equivaler a um software",Cloud/Infra
O root ou rooting é um processo realizado em smartphones e e,"O root ou rooting é um processo realizado em smartphones e em tablets com sistema operacional Android o qual permite que o dispositivo execute comandos privilegiados que tipicamente são indisponíveis em sua configuração padrão. O nome do procedimento advém do fato de o sistema Android ser baseado no Linux e este sistema possuir um superusuário, chamado root, que possui acesso a comandos, a configurações e a áreas sensíveis do sistema de arquivos do sistema operacional. O processo de rooting permite ao usuário remover,",Mobile
O aprendizado automático (português brasileiro) ou  a aprend,"O aprendizado automático (português brasileiro) ou  a aprendizagem automática (português europeu) ou também aprendizado de máquina (português brasileiro) ou aprendizagem de máquina (português europeu) (em inglês: machine learning) é um subcampo da Engenharia e da ciência da computação que evoluiu do estudo de reconhecimento de padrões e da teoria do aprendizado computacional em inteligência artificial. Em 1959, Arthur Samuel definiu aprendizado de máquina como o ""campo de estudo que dá aos computadores a habilidade de aprender sem serem explicitamente programados""(livre tradução).  O aprendizado automático explora o estudo e construção de algoritmos que podem aprender de seus erros e fazer previsões sobre dados. Tais algoritmos operam construindo um modelo a partir de inputs amostrais a fim de fazer previsões ou decisões guiadas pelos dados ao invés de simplesmente seguindo inflexíveis e estáticas instruções programadas. Enquanto que na inteligência artificial existem dois tipos de raciocínio (o indutivo, que extrai regras e padrões de grandes conjuntos de dados, e o dedutivo), o aprendizado de máquina só se preocupa com o indutivo.
Algumas partes do aprendizado automático estão intimamente ligadas (e muitas vezes sobrepostas) à estatística computacional; uma disciplina que foca em como fazer previsões através do uso de computadores, com pesquisas focando nas propriedades dos métodos estatísticos e sua complexidade computacional. Ela tem fortes laços com a otimização matemática, que produz métodos, teoria e domínios de aplicação para este campo. O aprendizado automático é usado em uma variedade de tarefas computacionais onde criar e programar algoritmos explícitos é impraticável. Exemplos de aplicações incluem filtragem de spam, reconhecimento ótico de caracteres (OCR), processamento de linguagem natural, motores de busca, diagnósticos médicos, bioinformática, reconhecimento de fala, reconhecimento de escrita, visão computacional e locomoção de robôs. O aprendizado de máquinas é às vezes confundido com mineração de dados, que é um sub-campo que foca mais em análise exploratória de dados e é conhecido como aprendizado não supervisionado. No campo da análise de dados, o aprendizado de máquinas é um método usado para planejar modelos complexos e algoritmos que prestam-se para fazer predições- no uso comercial, isso é conhecido como análise preditiva. Esses modelos analíticos permitem que pesquisadores, cientistas de dados, engenheiros, e analistas possam ""produzir decisões e resultados confiáveis e repetitíveis"" e descobrir os ""insights escondidos"" através do aprendizado das relações e tendências históricas nos dados.
As contribuições para a fundação da aprendizagem automática (aprendizado de máquina) feitas pelos cientistas John Hopfield e Geoffrey Hinton foram distinguidas em 2024 com o Prémio Nobel de Física. O Comité Nobel destacou os cientistas por ""descobertas fundamentais e invenções que permitem aprendizagem automática com redes neuronais artificiais”.",Dados
"A linguagem de programação é um método padronizado, formado ","A linguagem de programação é um método padronizado, formado por um conjunto de regras sintáticas e semânticas, de implementação de um código fonte - que pode ser compilado e transformado em um programa de computador, ou usado como script interpretado - que informará instruções de processamento ao computador. Permite que um programador especifique precisamente quais os dados que o computador irá atuar, como estes dados serão armazenados ou transmitidos e, quais ações devem ser tomadas de acordo com as circunstâncias. Linguagens de programação podem ser usadas para expressar algoritmos com precisão.
O conjunto de palavras (lexemas classificados em tokens), compostos de acordo com essas regras, constituem o código fonte de um software. Esse código fonte é depois traduzido para código de máquina, que é executado pelo microprocessador.
Uma das principais metas das linguagens de programação é que programadores tenham uma maior produtividade, permitindo expressar suas intenções mais facilmente do que quando comparado com a linguagem que um computador entende nativamente (código de máquina). Assim, linguagens de programação são projetadas para adotar uma sintaxe de nível mais alto, que pode ser mais facilmente entendida por programadores humanos. Linguagens de programação são ferramentas importantes para que programadores e engenheiros de software possam escrever programas mais organizados e com maior rapidez.
Linguagens de programação também tornam os programas menos dependentes de computadores ou ambientes computacionais específicos (propriedade chamada de portabilidade). Isto acontece porque programas escritos em linguagens de programação são traduzidos para o código de máquina do computador no qual será executado em vez de ser diretamente executado. Uma meta ambiciosa do Fortran, uma das primeiras linguagens de programação, era esta independência da máquina onde seria executada. Este conceito e amplamente utilizado e fundamental para profissionais da area.",Backend
Plasma é uma tecnologia criada por Vitalik Butterin e Joseph,"Plasma é uma tecnologia criada por Vitalik Butterin e Joseph Poon em 11 de agosto de 2017 para solucionar o problema de escalabilidade presente na blockchain do Ethereum. Semelhante à Lightning Network do Bitcoin, Plasma funciona como uma segunda camada acima da blockchain principal do Ethereum, onde blockchains secundárias são criadas acima da blockchain principal, com seus próprios critérios de validação. Isso possibilita com que boa parte das interações necessárias seja feita na blockchain secundária, diminuindo o número de interações necessárias com a blockchain principal e assim aumentando a escalabilidade da rede. O Plasma promete permitir que Ethereum amplie sua capacidade de processamento para milhares ou potencialmente bilhões de transações por segundo. A tecnologia ainda está em fase de teste, entretanto têm atraído a atenção de boa parte da comunidade.",Blockchain
"Em fevereiro de 2024, uma porta dos fundos maliciosa foi int","Em fevereiro de 2024, uma porta dos fundos maliciosa foi introduzida na compilação para Linux do utilitário XZ Utils, dentro da biblioteca liblzma, nas versões 5.6.0 e 5.6.1, por uma conta que usava o nome ""Jia Tan"". A porta dos fundos permite que um atacante que possua uma chave privada Ed448 específica execute execução remota de código por meio do OpenSSH no sistema Linux afetado. O problema recebeu o identificador Common Vulnerabilities and Exposures CVE-2024-3094 e obteve uma pontuação CVSS de 10.0, a pontuação máxima possível.
Embora o xz esteja normalmente presente na maioria das distribuições Linux, no momento da descoberta a versão comprometida ainda não havia sido amplamente implantada em sistemas de produção, mas estava presente em versões de desenvolvimento de grandes distribuições. A porta dos fundos foi descoberta pelo programador Andres Freund, que anunciou as suas conclusões em 29 de março de 2024.",DevOps
O CorelDRAW é um programa de desenho vetorial bidimensional ,"O CorelDRAW é um programa de desenho vetorial bidimensional para design gráfico desenvolvido pela Corel Corporation, Canadá. É um aplicativo de ilustração trevial vetorial e layout de página que possibilita a criação e a manipulação de vários produtos, como por exemplo: desenhos artísticos, publicitários, logotipos, capas de revistas, livros, etc. Este conceito e amplamente utilizado e fundamental para profissionais da area.",DevOps
A computação é qualquer atividade orientada a objetivos que ,"A computação é qualquer atividade orientada a objetivos que exija, se beneficie ou crie máquinas de computação. Ela inclui o estudo e a experimentação de processos algorítmicos e o desenvolvimento de hardware e software. A computação tem aspectos científicos, de engenharia, matemáticos, tecnológicos e sociais. Pode ser definida como a busca de solução para um problema a partir de entradas (inputs), de forma a obter resultados (outputs) depois de processada a informação através de um algoritmo. É com isto que lida a teoria da computação, subcampo da ciência da computação e da matemática. Disciplinas de computação incluem engenharia da computação, ciência da computação, segurança cibernética, ciência de dados, sistemas de informação, tecnologia da informação, arte digital e engenharia de software.
O termo computação também é sinônimo de contagem e cálculo. Antigamente, era usado em referência à ação executada por máquinas de computação mecânica e, antes disso, por computadores humanos.",Dados
A engenharia de cibersegurança é uma disciplina tech que se ,"A engenharia de cibersegurança é uma disciplina tech que se concentra na proteção de sistemas, redes e dados contra ameaças cibernéticas. Essa área envolve a aplicação de princípios de engenharia para o design, implementação, manutenção e avaliação de sistemas seguros, garantindo a integridade, confidencialidade e disponibilidade da informação.
Com o aumento das ameaças digitais e a crescente dependência da tecnologia em todos os aspectos da vida moderna, a engenharia de cibersegurança tornou-se crucial para proteger indivíduos, organizações e nações contra uma variedade de riscos cibernéticos. Dominar este conhecimento diferencia profissionais em qualquer segmento do mercado.",Cloud/Infra
"Em informática, um servidor é um software ou computador, com","Em informática, um servidor é um software ou computador, com sistema de computação centralizada que fornece serviços a uma rede de computadores, chamada de cliente. Esses serviços podem ser de naturezas distintas, como por exemplo, arquivos e correio eletrônico. Esta arquitetura é chamada de modelo cliente-servidor, é utilizada em redes de médio e grande porte (com muitas máquinas) e em redes onde a questão da segurança desempenha um papel de grande importância. O termo servidor é amplamente aplicado a computadores completos, embora um servidor possa equivaler a um software",Backend
"Edge computing (em português, computação de borda) é um mode","Edge computing (em português, computação de borda) é um modelo de computação distribuída que aproxima a computação e o armazenamento de dados das fontes de dados. De forma mais ampla, refere-se a qualquer design que empurre a computação fisicamente para mais perto de um usuário, a fim de reduzir a latência em comparação a quando uma aplicação é executada em um data center centralizado.
O termo começou a ser usado na década de 1990 para descrever redes de entrega de conteúdo (CDNs) — estas eram usadas para entregar conteúdo de sites e vídeos a partir de servidores localizados próximos aos usuários. No início dos anos 2000, esses sistemas expandiram seu escopo para hospedar outras aplicações, levando aos primeiros serviços de computação de borda. Esses serviços podiam realizar tarefas como localizar revendedores, gerenciar carrinhos de compras, coletar dados em tempo real e inserir anúncios.
A Internet das coisas (IoT), onde dispositivos estão conectados à Internet, é frequentemente associada à computação de borda. Compreender bem este assunto e essencial para quem atua ou estuda nesta area.",Cloud/Infra
Lavabit é um serviço de e-mail criptografado de código abert,"Lavabit é um serviço de e-mail criptografado de código aberto fundado em 2004. Acredita-se que tenha sido usado pelo ex-consultor da inteligência americana Edward Snowden para trocar mensagens enquanto estava refugiado no Aeroporto de Moscou. Em 8 de agosto de 2013 o serviço de correio eletrônico suspendeu suas operações após o governo federal dos Estados Unidos ordenar que o Lavabit entregasse suas chaves privadas Secure Sockets Layer (SSL) a fim de permitir a espionagem do e-mail de Edward Snowden. Ladar Levison, proprietário, desenvolvedor e operador do Lavabit, disse que foi forçado a tomar a difícil decisão de encerrar o provedor de e-mail, mas em 2017 o serviço de correio eletrônico foi relançado e voltou a ser disponibilizado com criptografia de ponta a ponta. Compreender bem este assunto e essencial para quem atua ou estuda nesta area.",Ciberseguranca
Tether (muitas vezes chamado por seu símbolo USDT ) é uma cr,"Tether (muitas vezes chamado por seu símbolo USDT ) é uma criptomoeda hospedada nas blockchains Ethereum e Bitcoin, entre outras. Seus tokens são emitidos pela empresa de Hong Kong Tether Limited, que por sua vez é controlada pelos proprietários da Bitfinex. O Tether é chamado de stablecoin porque foi originalmente projetado para sempre valer US$ 1,00, mantendo US$ 1,00 em reservas para cada tether emitido.
Enquanto, de acordo com seu acordo de 2021 com a procuradora-geral de Nova York Letitia James, ""o Tether representa para os usuários que qualquer detentor de tethers pode resgatá-los da empresa Tether à taxa de um tether por um dólar americano"", Tether Limited a partir de 2017, afirmou que os proprietários de tethers não têm direito contratual, outras reivindicações legais ou garantia de que os tethers serão ou poderão ser resgatados ou trocados por dólares. Em 30 de abril de 2019, o advogado da Tether Limited alegou que cada cabo era lastreado em US$ 0,74 em dinheiro e equivalentes. Em maio de 2021, o Tether publicou um relatório mostrando que apenas 2,9% do Tether era lastreado em dinheiro, com mais de 49,6% lastreado em papel comercial.
Em fevereiro de 2021, a Tether resolveu sua disputa legal com o Gabinete do Procurador-Geral de Nova York. A Bitfinex e a Tether não admitiram nenhuma irregularidade, mas pagaram uma multa de US$ 18,5 milhões. As descobertas do OAG no acordo de 17 de fevereiro de 2021 declararam: ""[des]de seu início em 2014 até o final de fevereiro de 2019, o Tether representou que cada tether pendente era 'apoiado' por e, portanto, deveria ser avaliado em um dólar americano"", mas em 14 de março de 2019, alterou o lastro para incluir empréstimos a empresas afiliadas (ou seja, iFinex). O acordo encerrou um processo público alegando que a Bitfinex havia usado os fundos da Tether para cobrir US$ 850 milhões desaparecidos desde meados de 2018 e o OAG descobriu que a iFinex – operadora da Bitfinex e Tether – havia feito declarações falsas sobre o apoio da o Tether e sobre o movimento de centenas de milhões de dólares entre as duas empresas para esconder as perdas da Bitfinex. No entanto, a iFinex e a Tether não admitiram ou negaram as conclusões da OAG no acordo. De acordo com AG James, ""as alegações da Tether de que sua moeda virtual era totalmente lastreada em dólares americanos o tempo todo era uma mentira"".
Tether Limitada e a criptomoeda Tether são controversas por causa do suposto papel da empresa na manipulação do preço do Bitcoin, uma relação pouco clara com a exchange Bitfinex e a falha da empresa em fornecer uma auditoria prometida mostrando reservas adequadas apoiando o token Tether.
Em 2019, o Tether ultrapassou o Bitcoin em volume de negociação com o maior volume de negociação diário e mensal de qualquer criptomoeda no mercado.",Blockchain
"O Windows 2000 foi uma versão do Microsoft Windows, preempti","O Windows 2000 foi uma versão do Microsoft Windows, preemptivo, gráfico e de fácil aprendizagem que foi desenvolvido para trabalhar com um ou mais processadores de 32 bits em computadores na arquitetura x86 e 64 bits na arquitetura IA64. É parte de uma linha de sistemas operacionais da Windows NT da Microsoft e foi lançado em 17 de fevereiro de 2000, sendo o sucessor do Windows NT 4.0. Ele está disponível em quatro versões: Professional, Server, Advanced Server e Datacenter Server. Adicionalmente, a Microsoft oferece o Windows 2000 Advanced Server - Edição Limitada, que foi lançado em 2001 e roda em processadores de 64 bits Itanium. O Windows 2000 é classificado com um sistema operacional de núcleo híbrido, e sua arquitetura é dividida em dois modos: usuário e núcleo. O ""modo núcleo"" dá acesso total aos recursos do sistema e suporta a execução das aplicações em modo usuário, com acesso restrito aos recursos. Em 2008, o Windows 2000 ou posterior continuava sendo altamente predominante em ambientes de computação corporativa, sendo utilizado em 98,5% das 263 estações de trabalho corporativas pesquisadas.
Todas as versões do Windows 2000 possuem em comum muitas funcionalidades, incluindo muitas utilidades de sistema como o Microsoft Management Console (MMC) e sistemas de gerenciamento de aplicação como o utilitário de desfragmentação de disco.
Todas as versões do Windows 2000 suportam o sistema de arquivos Windows NT versão 5 ou NTFS 5 (New Tecnology File System), o sistema de arquivos criptografado (EFS), também armazenamento em discos básicos ou dinâmicos. O armazenamento em discos dinâmicos permite que diferentes volumes sejam utilizados. A família 2000 Server também teve um aumento de funcionalidades, incluindo a capacidade de ter um serviço de diretório único: o Active Directory, Distributed File System (um sistema de arquivos que possibilita compartilhamento de arquivos) e armazenamento em volumes com tolerância à falhas.
O Windows 2000 pode ser instalado numa empresa através de instalações interativas ou não interativas. A instalação não interativa se baseia no uso de um arquivo de resposta que tem a finalidade de preencher as informações de instalação, e pode ser utilizado através de um CD ""bootável"" usando o Microsoft Systems Management Server (SMS), através do System Preparation Tool (Sysprep). Este conceito e amplamente utilizado e fundamental para profissionais da area.",Cloud/Infra
"O JUnit é um framework open-source, que se assemelha ao raio","O JUnit é um framework open-source, que se assemelha ao raio de testes software java, criado por Erich Gamma e Kent Beck, com suporte à criação de testes automatizados na linguagem de programação Java. Esse framework facilita a criação e manutenção do código para a automação de testes com apresentação dos resultados. Com ele, pode ser verificado se cada método de uma classe funciona da forma esperada, exibindo possíveis erros ou falhas podendo ser utilizado tanto para a execução de baterias de testes como para extensão. Com JUnit, o programador tem a possibilidade de usar esta ferramenta para criar um modelo padrão de testes, muitas vezes de forma automatizada. O teste de unidade testa o menor dos componentes de um sistema de maneira isolada. Cada uma dessas unidades define um conjunto de estímulos (chamada de métodos), e de dados de entrada e saída associados a cada estímulo. As entradas são parâmetros e as saídas são o valor de retorno, exceções ou o estado do objeto. Tipicamente um teste unitário executa um método individualmente e compara uma saída conhecida após o processamento da mesma. Por exemplo: Assert.assertEquals(2, algumMetodo(1)); A expressão acima verifica se a saída de algumMetodo() é 2 quando esse método recebe o parâmetro",QA
A computação é qualquer atividade orientada a objetivos que ,"A computação é qualquer atividade orientada a objetivos que exija, se beneficie ou crie máquinas de computação. Ela inclui o estudo e a experimentação de processos algorítmicos e o desenvolvimento de hardware e software. A computação tem aspectos científicos, de engenharia, matemáticos, tecnológicos e sociais. Pode ser definida como a busca de solução para um problema a partir de entradas (inputs), de forma a obter resultados (outputs) depois de processada a informação através de um algoritmo. É com isto que lida a teoria da computação, subcampo da ciência da computação e da matemática. Disciplinas de computação incluem engenharia da computação, ciência da computação, segurança cibernética, ciência de dados, sistemas de informação, tecnologia da informação, arte digital e engenharia de software.
O termo computação também é sinônimo de contagem e cálculo. Antigamente, era usado em referência à ação executada por máquinas de computação mecânica e, antes disso, por computadores humanos. Este conceito e amplamente utilizado e fundamental para profissionais da area.",DevOps
Um servidor de jogo é um servidor que conecta clientes de jo,"Um servidor de jogo é um servidor que conecta clientes de jogos por meio de uma rede. Ou seja: um servidor de jogos é um programa de computador que conecta outros programas, os jogos que estão nos computadores dos diferentes jogadores. É um tipo de ""provedor de serviços"". Jogos aqui significam jogos que são executados em um computador local e não jogos on-line, como jogos em Flash. Um servidor de jogo é uma parte essencial de um jogo online porque os clientes não podem se encontrar sem um servidor. Geralmente, é necessário um código",Cloud/Infra
O GNU Compiler Collection (chamado usualmente por GCC) é um ,"O GNU Compiler Collection (chamado usualmente por GCC) é um conjunto de compiladores de linguagens de programação produzido pelo projecto GNU para construir um sistema operativo  semelhante ao Unix livre. Faz parte do sistema operativo GNU e FSF, sendo uma das ferramentas essenciais para manter o software livre, pois permite compilar o código-fonte em binários executáveis para as várias plataformas informáticas mais comuns. É distribuído pela Free Software Foundation (FSF) sob os termos da licença GNU GPL, disponível para sistemas operativos UNIX e Linux e certos sistemas operativos derivados tais como o Mac OS X.",Frontend
Ethereum Classic é uma plataforma pública peer-to-peer desce,"Ethereum Classic é uma plataforma pública peer-to-peer descentralizada que executa contratos inteligentes baseada na tecnologia blockchain. É um hard fork do projeto original Ethereum que resultou na bifurcação de duas outras tecnologias: Ethereum Classic (ETC) e simplesmente Ethereum (ETH). Tal hard fork se sucedeu após um hacker roubar cerca de 50 milhões de dólares em Ether (unidade de troca do Ethereum) de um fundo da The DAO, uma organização autônoma descentralizada digital construída utilizando a blockchain do Ethereum. Nos dias atuais, uma das empresas que coordena a ETC é a Input Output Hong Kong (IOHK).",Blockchain
"Na computação, o SSH File Transfer Protocol ou SFTP é um pro","Na computação, o SSH File Transfer Protocol ou SFTP é um protocolo de transferência de arquivos e de manipulação funcional. É tipicamente utilizado com o protocolo de segurança SSH-2.
Seu propósito é semelhante ao do FTP convencional, porém em função do uso de criptografia nas conexões (através do estabelecimento de um túnel SSH) o tráfego de informações possui um incremento de segurança efetivo. Foi desenvolvido pela Internet Engineering Task Force (IETF). Compreender bem este assunto e essencial para quem atua ou estuda nesta area.",Ciberseguranca
